"PPN","physischePPN"
"PPN668039361","PPN536564469"
"PPN642527652","PPN416897193"
"PPN72154178X","PPN657925853"
"PPN725796693","PPN567647293"
"PPN1782390006","PPN567696073"
"PPN1005259151","PPN431990492"
"PPN717288404","PPN364663324"
"PPN641608624","PPN631020071"
"PPN870425196","PPN568014022"
"PPN828149313","PPN535786336"
"PPN1031849912","PPN40458313X"
"PPN647209616","PPN514197315"
"PPN878115277","PPN53574093X"
"PPN844732699","PPN411095676"
"PPN1666125253","PPN536683433"
"PPN1804051195","PPN41850265X"
"PPN637210816","PPN536971765"
"PPN605646198","PPN535847424"
"PPN1043722505","PPN536507791"
"PPN1686992718","PPN717094367"
"PPN680296581","PPN348127154"
"PPN797448721","PPN767234200"
"PPN883880636","PPN450391221"
"PPN830335579","PPN098972367"
"PPN742687309","PPN536911274"
"PPN647519399","PPN141351659"
"PPN1049444183","PPN136695590"
"PPN770889069","PPN567264017"
"PPN1788016017","PPN245084606"
"PPN641659989","PPN419662413"
"PPN895140632","PPN099015919"
"PPN736019553","PPN456724249"
"PPN742248097","PPN140799184"
"PPN870298399","PPN451027965"
"PPN809003759","PPN143898493"
"PPN683346725","PPN536573719"
"PPN837387787","PPN748326448"
"PPN725775122","PPN449473082"
"PPN1682517853","PPN1039295908"
"PPN104612689X","PPN312028326"
"PPN688553672","PPN48022191X"
"PPN751123471","PPN403136679"
"PPN1756569843","PPN332470555"
"PPN869934376","PPN864194935"
"PPN80517821X","PPN377352144"
"PPN619006757","PPN536454329"
"PPN801016800","PPN77979348X"
"PPN730522040","PPN393393577"
"PPN1677570458","PPN236068954"
"PPN755560094","PPN56758951X"
"PPN830207821","PPN535755597"
"PPN735661642","PPN341165735"
"PPN766575780","PPN403284864"
"PPN683357492","PPN447666991"
"PPN664388000","PPN536570876"
"PPN752403516","PPN752219847"
"PPN749927496","PPN536909717"
"PPN737601582","PPN536810559"
"PPN832275441","PPN832267945"
"PPN1047750422","PPN251412504"
"PPN871737167","PPN535778236"
"PPN86333556X","PPN454690819"
"PPN1664959998","PPN376797185"
"PPN1725690411","PPN445310332"
"PPN656152141","PPN656098171"
"PPN895884135","PPN454090374"
"PPN665296738","PPN405868030"
"PPN866892834","PPN53656454X"
"PPN1765427975","PPN890953376"
"PPN1667479709","PPN226044939"
"PPN883754355","PPN536495408"
"PPN1776539486","PPN1762678306"
"PPN886735033","PPN536583463"
"PPN893342505","PPN42262344X"
"PPN820277800","PPN419730524"
"PPN1770768815","PPN446825662"
"PPN780411102","PPN568186214"
"PPN730401820","PPN371892252"
"PPN749582928","PPN747318239"
"PPN590415166","PPN092305555"
"PPN776095455","PPN150946805"
"PPN687523095","PPN687523036"
"PPN891964789","PPN535979150"
"PPN726177253","PPN726171387"
"PPN611371022","PPN135396883"
"PPN601467442","PPN535700393"
"PPN771950810","PPN771794541"
"PPN722515677","PPN408227702"
"PPN820009385","PPN411971670"
"PPN1031675558","PPN138036683"
"PPN175393804X","PPN191811211"
"PPN172894791X","PPN30945025X"
"PPN78526177X","PPN141838221"
"PPN832356700","PPN536769176"
"PPN654090939","PPN65409070X"
"PPN831940328","PPN537314741"
"PPN842141049","PPN780555252"
"PPN1024003647","PPN1023626314"
"PPN1776274121","PPN418445842"
"PPN774098031","PPN377211745"
"PPN633632708","PPN536354960"
"PPN815588003","PPN567767434"
"PPN752161148","PPN361179871"
"PPN1676373705","PPN38380079X"
"PPN699912865","PPN407896244"
"PPN739835238","PPN388040858"
"PPN635397668","PPN536568170"
"PPN637191862","PPN436853205"
"PPN1751352099","PPN747673101"
"PPN1679295527","PPN390069701"
"PPN1029227667","PPN536592063"
"PPN878096396","PPN567766284"
"PPN1005128030","PPN1005071853"
"PPN876580606","PPN484873903"
"PPN585530637","PPN536503869"
"PPN1766045774","PPN605906416"
"PPN729549712","PPN390633798"
"PPN664824560","PPN537043381"
"PPN1047029588","PPN172744199"
"PPN861647637","PPN092147941"
"PPN663763509","PPN162545878"
"PPN782290884","PPN567417190"
"PPN858204215","PPN537146911"
"PPN715313851","PPN092129064"
"PPN723740046","PPN567526305"
"PPN672581353","PPN371020794"
"PPN866402217","PPN488924758"
"PPN631217371","PPN428511023"
"PPN717914585","PPN304055727"
"PPN646453491","PPN410164208"
"PPN715208713","PPN536554390"
"PPN668942037","PPN535878338"
"PPN749607491","PPN244392161"
"PPN635712369","PPN536669244"
"PPN687491134","PPN483213799"
"PPN641652100","PPN434391301"
"PPN828129134","PPN784847525"
"PPN843550821","PPN842154043"
"PPN893919586","PPN890257493"
"PPN620614684","PPN387981799"
"PPN748744770","PPN559628692"
"PPN736383425","PPN73631072X"
"PPN651763975","PPN572526326"
"PPN796871396","PPN568103300"
"PPN722372647","PPN536570620"
"PPN769849822","PPN293209812"
"PPN776937081","PPN536623724"
"PPN1668738899","PPN14600292X"
"PPN1024609308","PPN235175900"
"PPN663622298","PPN536603022"
"PPN64620517X","PPN411019902"
"PPN823196488","PPN293221707"
"PPN716025825","PPN565837834"
"PPN833626620","PPN092289452"
"PPN1047285622","PPN1047048620"
"PPN734616481","PPN568049047"
"PPN667377832","PPN336530846"
"PPN723892253","PPN376962046"
"PPN893002305","PPN536646090"
"PPN718139003","PPN501663703"
"PPN1811981488","PPN357158474"
"PPN828610894","PPN567695131"
"PPN838552137","PPN747836701"
"PPN770823890","PPN537068090"
"PPN1027347401","PPN1027347401"
"PPN869916084","PPN567639541"
"PPN1022421824","PPN536587604"
"PPN1823741223","PPN547999038"
"PPN1668314312","PPN366874497"
"PPN673074668","PPN15088785X"
"PPN721351190","PPN456621806"
"PPN741249065","PPN536139768"
"PPN884531589","PPN536582025"
"PPN1046856634","PPN137176694"
"PPN72850393X","PPN235540226"
"PPN780609859","PPN53716149X"
"PPN725589043","PPN567416755"
"PPN654873461","PPN449962148"
"PPN1006215522","PPN383738210"
"PPN743982495","PPN167348434"
"PPN682530964","PPN417517025"
"PPN71565215X","PPN536631395"
"PPN827148577","PPN364121521"
"PPN723762864","PPN417998902"
"PPN750629525","PPN536930287"
"PPN1048804895","PPN536610282"
"PPN166873270X","PPN146002873"
"PPN643010920","PPN445310863"
"PPN627221947","PPN56765222X"
"PPN72787344X","PPN433906014"
"PPN630036187","PPN092024017"
"PPN638760739","PPN421010843"
"PPN798290420","PPN567629678"
"PPN749793953","PPN536079382"
"PPN83286725X","PPN535801661"
"PPN584640188","PPN535697740"
"PPN641928645","PPN412022591"
"PPN1047036150","PPN330724630"
"PPN720799104","PPN443846022"
"PPN847200744","PPN537311157"
"PPN749797762","PPN567647323"
"PPN776847449","PPN536623643"
"PPN744074193","PPN281974624"
"PPN856472646","PPN856472166"
"PPN1025456939","PPN476092442"
"PPN183814739X","PPN1675781346"
"PPN871496216","PPN871495708"
"PPN672518406","PPN01913116X"
"PPN665496699","PPN56767696X"
"PPN1757054804","PPN406347492"
"PPN1785321498","PPN39384725X"
"PPN780610628","PPN537161600"
"PPN738507644","PPN737688939"
"PPN78060668X","PPN450948293"
"PPN833298798","PPN374811350"
"PPN856121762","PPN537120653"
"PPN766365050","PPN756024226"
"PPN722476213","PPN536081476"
"PPN626655765","PPN391678876"
"PPN727585800","PPN41189031X"
"PPN1760765139","PPN268183597"
"PPN635952092","PPN536859639"
"PPN1772071536","PPN558942318"
"PPN719025672","PPN719024447"
"PPN613970160","PPN437528561"
"PPN59117958X","PPN535600062"
"PPN78165890X","PPN780349660"
"PPN1738767981","PPN389329533"
"PPN1774378701","PPN225319853"
"PPN656552956","PPN453117082"
"PPN1677283408","PPN371081548"
"PPN806961325","PPN537227210"
"PPN862905893","PPN536972516"
"PPN61736611X","PPN322997143"
"PPN720845092","PPN598042156"
"PPN790165562","PPN536013691"
"PPN739964526","PPN567641708"
"PPN76802482X","PPN223368423"
"PPN755912977","PPN56791237X"
"PPN769989292","PPN293215006"
"PPN1782254137","PPN1782251723"
"PPN1040519865","PPN1040070159"
"PPN1811166075","PPN282309217"
"PPN728829266","PPN728829185"
"PPN839174691","PPN838757987"
"PPN822084511","PPN558922066"
"PPN716604183","PPN092120563"
"PPN627411509","PPN455888663"
"PPN67942282X","PPN567593975"
"PPN583997988","PPN536613710"
"PPN830279334","PPN830275959"
"PPN726673021","PPN058382836"
"PPN862458811","PPN403852668"
"PPN741630958","PPN385498179"
"PPN1016613881","PPN536105898"
"PPN1030925135","PPN456619968"
"PPN1759087505","PPN571065090"
"PPN791990656","PPN791990435"
"PPN775144983","PPN537333703"
"PPN837158621","PPN53662996X"
"PPN1006341943","PPN1006122257"
"PPN606179526","PPN53579133X"
"PPN838097693","PPN837635942"
"PPN717884805","PPN242046452"
"PPN183956721X","PPN30305977X"
"PPN1830490141","1236475593"
"PPN1819937615","993823157"
"PPN1830500309","1236514882"
"PPN1830494503","1236510178"
"PPN1830497146","1236512693"
"PPN1830497871","1236513355"
"PPN1830494066","1236509463"
"PPN183049841X","1236513886"
"PPN1830500090","123651467X"
"PPN1830499076","1236514483"
"PPN1830497316","1236512855"
"PPN1819937127","1003717055"
"PPN1830495836","1236511492"
"PPN1819938212","993825818"
"PPN1830496778","1236512375"
"PPN1830497839","1236513320"
"PPN1830495011","1236510682"
"PPN1819937844","993824676"
"PPN183049645X","1236512081"
"PPN1830498258","123651372X"
"PPN1830497960","1236513444"
"PPN1830494414","1236510089"
"PPN1830500392","1236514971"
"PPN1830494031","1236509439"
"PPN1830494317","1236509994"
"PPN1830496379","1236512006"
"PPN1819937895","993824870"
"PPN1830495143","123651081X"
"PPN1819937267","1003717535"
"PPN1830500384","1236514963"
"PPN1830497286","1236512820"
"PPN1819938069","993825419"
"PPN1830500430","1236515005"
"PPN1830500279","1236514858"
"PPN1830495372","1236511042"
"PPN1819937445","993837301"
"PPN1819936848","100371532X"
"PPN1830495089","1236510755"
"PPN1830496840","1236512448"
"PPN1830497359","1236512898"
"PPN1830498088","123651355X"
"PPN1830497669","1236513169"
"PPN1830495003","1236510674"
"PPN1830497529","1236513029"
"PPN181993750X","993822657"
"PPN1830495291","1236510941"
"PPN1830495852","1236511514"
"PPN1830495488","1236511158"
"PPN1819936473","1003707726"
"PPN1819937046","1003716318"
"PPN1830499092","1236514505"
"PPN1819936783","100371465X"
"PPN1830497375","1236512901"
"PPN1819937569","993823017"
"PPN1830494295","1236509978"
"PPN1819937038","1003716253"
"PPN1830498460","1236513924"
"PPN1830496549","1236512170"
"PPN1819938034","993825354"
"PPN1830495518","1236511182"
"PPN183049631X","1236511948"
"PPN1819936724","100371451X"
"PPN1819936589","1003713440"
"PPN1830495607","1236511271"
"PPN1830495151","1236510828"
"PPN183049709X","1236512642"
"PPN1830498274","1236513746"
"PPN183049497X","123651064X"
"PPN1830497979","1236513452"
"PPN183049435X","1236510038"
"PPN1830496034","1236511662"
"PPN1830496581","1236512219"
"PPN1830497480","1236512995"
"PPN1819938123","993825591"
"PPN181993649X","1003707831"
"PPN1819936546","1003708188"
"PPN1830500376","1236514955"
"PPN1830497499","1236513002"
"PPN1830498363","1236513835"
"PPN1830500201","1236514777"
"PPN1819937488","993837603"
"PPN1830496743","1236512340"
"PPN1830499211","1236514629"
"PPN1830495070","1236510747"
"PPN181993666X","1003714145"
"PPN1830494155","1236509854"
"PPN1830497545","1236513045"
"PPN1830496255","1236511875"
"PPN1830495720","1236511387"
"PPN1819938166","99382563X"
"PPN1830495569","1236511239"
"PPN1819936414","100370753X"
"PPN183049855X","1236514017"
"PPN1819937836","993824617"
"PPN1830496573","1236512200"
"PPN1819936872","1003715567"
"PPN1830494643","1236510313"
"PPN1830497901","123651338X"
"PPN1830495941","123651159X"
"PPN1830494465","1236510135"
"PPN1830497987","1236513460"
"PPN1830495526","1236511190"
"PPN1830497553","1236513053"
"PPN1830494627","1236510291"
"PPN1819938174","993825648"
"PPN1830498495","1236513959"
"PPN1819938093","993825524"
"PPN1830497677","1236513177"
"PPN1819936945","1003715753"
"PPN1830495453","1236511123"
"PPN1830496719","1236512324"
"PPN1830500368","1236514947"
"PPN1830494554","1236510224"
"PPN1830498487","1236513940"
"PPN1830495054","1236510720"
"PPN1830497189","1236512731"
"PPN1830494856","1236510526"
"PPN1830495631","1236511301"
"PPN1830496263","1236511883"
"PPN1830496417","1236512049"
"PPN1830496867","1236512464"
"PPN1830496875","1236512472"
"PPN1819937313","993836801"
"PPN1830499157","1236514564"
"PPN183049399X","1236509390"
"PPN1819937011","1003716105"
"PPN1830495410","1236511077"
"PPN1819937097","1003716946"
"PPN1830495046","1236510712"
"PPN1830500171","1236514742"
"PPN1830498479","1236513932"
"PPN1830497421","1236512944"
"PPN1830494597","1236510267"
"PPN181993747X","993837522"
"PPN1830494511","1236510186"
"PPN1819937380","993837069"
"PPN1830497715","1236513215"
"PPN1830496271","1236511891"
"PPN1830495445","1236511107"
"PPN1830495747","1236511409"
"PPN1830495313","1236510976"
"PPN1837069549","1236512073"
"PPN1819937356","993836976"
"PPN1830496069","1236511700"
"PPN1830494708","1236510372"
"PPN183049533X","1236510992"
"PPN1830494201","1236509900"
"PPN1830498096","1236513568"
"PPN1830494635","1236510305"
"PPN1830498312","1236513789"
"PPN1830499173","1236514580"
"PPN1830500341","1236514920"
"PPN1830497081","1236512634"
"PPN1830494902","1236510577"
"PPN1819936708","1003714285"
"PPN1819936422","1003707556"
"PPN1830498223","123651369X"
"PPN1819937623","993823238"
"PPN1830497723","1236513223"
"PPN1819937828","993824544"
"PPN1830496565","1236512197"
"PPN1830494236","1236509927"
"PPN1830500325","1236514904"
"PPN1819936961","1003715990"
"PPN183049676X","1236512367"
"PPN1819937070","1003716482"
"PPN1819937925","993824994"
"PPN1819937224","1003717411"
"PPN1830497774","1236513258"
"PPN1830500163","1236514734"
"PPN183049600X","1236511646"
"PPN183049807X","1236513541"
"PPN1830496522","1236512154"
"PPN1819937992","993825230"
"PPN1819936457","100370767X"
"PPN1830494449","1236510119"
"PPN1830495674","1236511336"
"PPN181993683X","1003715338"
"PPN1819936740","1003714595"
"PPN1830495844","1236511506"
"PPN1830497707","1236513207"
"PPN1830493981","1236475615"
"PPN1830497383","123651291X"
"PPN181993778X","993824382"
"PPN1819936392","1003707483"
"PPN1830498061","1236513533"
"PPN1830494023","1236509420"
"PPN1830494368","1236510046"
"PPN1830496026","1236511654"
"PPN1819936503","1003707947"
"PPN1830495356","1236511018"
"PPN1830497103","1236512650"
"PPN1830496336","1236511964"
"PPN181993652X","1003708064"
"PPN1830495097","1236510763"
"PPN1819937747","993824234"
"PPN1830500104","1236514688"
"PPN1830495860","1236511522"
"PPN1819937712","993824161"
"PPN1819938085","993825494"
"PPN1830496670","1236512286"
"PPN1830495690","1236511352"
"PPN1830495135","1236510801"
"PPN1830494929","1236510593"
"PPN183049774X","123651324X"
"PPN1830496328","1236511956"
"PPN183049466X","123651033X"
"PPN1830498185","1236513657"
"PPN1830499068","1236514475"
"PPN1830496700","1236512316"
"PPN1830500120","1236514696"
"PPN1830497863","1236513347"
"PPN1819938190","993825672"
"PPN1830494805","123651047X"
"PPN1830496611","1236512235"
"PPN1830496948","1236512529"
"PPN1830500317","1236514890"
"PPN1830497219","1236512766"
"PPN181993781X","99382448X"
"PPN1830496220","1236511859"
"PPN1819937852","993824730"
"PPN1830497448","1236512960"
"PPN1819937429","993837239"
"PPN1830496050","1236511697"
"PPN1819937631","99382403X"
"PPN1830494600","1236510275"
"PPN1830498347","1236513819"
"PPN1830496433","1236512065"
"PPN1819938239","993825869"
"PPN1830496980","1236512545"
"PPN1819937194","1003717241"
"PPN1830497561","1236513061"
"PPN1830500457","123651503X"
"PPN1830495739","1236511395"
"PPN1830494279","123650996X"
"PPN1830498037","1236513509"
"PPN1830494813","1236510488"
"PPN1819937062","1003716466"
"PPN1830494759","1236510429"
"PPN1819937186","1003717152"
"PPN1819937801","993824447"
"PPN1830498126","1236513606"
"PPN1819937348","993836925"
"PPN1830495828","1236511484"
"PPN1830497340","123651288X"
"PPN1819936538","1003708099"
"PPN1830498010","1236513487"
"PPN1830495208","1236510879"
"PPN1830494333","1236510011"
"PPN181993716X","1003717128"
"PPN1830496174","1236511808"
"PPN1830495933","1236511581"
"PPN1830496697","1236512308"
"PPN183049516X","1236510836"
"PPN1830494244","1236509935"
"PPN1830495550","1236511220"
"PPN183049502X","1236510690"
"PPN1830500481","1236515064"
"PPN1830498177","1236513649"
"PPN183049550X","1236511174"
"PPN1830498169","1236513630"
"PPN1830494953","1236510623"
"PPN1830496530","1236512162"
"PPN1830500465","1236515048"
"PPN1830494538","1236510208"
"PPN1830497782","1236513266"
"PPN1830495062","1236510739"
"PPN1830499165","1236514572"
"PPN1830498568","1236514025"
"PPN1830496905","1236512499"
"PPN183049662X","1236512243"
"PPN1830495623","1236511298"
"PPN1819937739","993824196"
"PPN1830495178","1236510844"
"PPN1830499149","1236514556"
"PPN1819936635","1003714102"
"PPN183049791X","1236513398"
"PPN1830496441","1236512073"
"PPN1830494716","1236510380"
"PPN1830494937","1236510607"
"PPN1819937666","993823831"
"PPN1830499084","1236514491"
"PPN1830496883","1236512480"
"PPN1830500503","1236515080"
"PPN1830497391","1236512928"
"PPN1830496514","1236512146"
"PPN1830497030","1236512596"
"PPN1830495992","1236511638"
"PPN1830494880","1236510550"
"PPN1830498533","1236513991"
"PPN1830499130","1236514548"
"PPN1830497634","1236513134"
"PPN1830494015","1236509412"
"PPN1830497073","1236512626"
"PPN1830496557","1236512189"
"PPN183049578X","1236511441"
"PPN1830499041","1236514459"
"PPN1830496492","123651212X"
"PPN1830496204","1236511832"
"PPN1830498320","1236513797"
"PPN1830497057","123651260X"
"PPN1830495402","1236511069"
"PPN1830494481","1236510151"
"PPN1830496077","1236511719"
"PPN1830495879","1236511530"
"PPN1830497804","1236513282"
"PPN1830494309","1236509986"
"PPN183049905X","1236514467"
"PPN183049564X","123651131X"
"PPN1819937968","993825133"
"PPN183049483X","123651050X"
"PPN181993733X","993836852"
"PPN1819937259","1003717519"
"PPN1830494473","1236510143"
"PPN183049421X","1236509919"
"PPN1830494996","1236510666"
"PPN1819937542","993822991"
"PPN1830496794","1236512391"
"PPN1830496662","1236512278"
"PPN1830498517","1236513975"
"PPN1830497596","1236513096"
"PPN1830500155","1236514726"
"PPN1830496042","1236511670"
"PPN1830497065","1236512618"
"PPN1830494252","1236509943"
"PPN1830494686","1236510356"
"PPN1819937291","993836755"
"PPN1819938018","993825273"
"PPN1830497944","1236513428"
"PPN1830495534","1236511204"
"PPN1830497618","1236513118"
"PPN1830495925","1236511573"
"PPN1830494260","1236509951"
"PPN1830494422","1236510097"
"PPN1830497022","1236512588"
"PPN1819938042","993825389"
"PPN1830500147","1236514718"
"PPN1830500406","123651498X"
"PPN1830495585","1236511255"
"PPN1830497820","1236513312"
"PPN1830497324","1236512863"
"PPN1830495348","123651100X"
"PPN1830494384","1236510062"
"PPN1830497693","1236513193"
"PPN183050018X","1236514750"
"PPN1819937763","993824277"
"PPN1830496999","1236512553"
"PPN1830497294","1236512839"
"PPN1830496816","1236512413"
"PPN1819937577","993823092"
"PPN1830495763","1236511425"
"PPN1830500074","1236514653"
"PPN1830495615","123651128X"
"PPN1830497308","1236512847"
"PPN1830498193","1236513665"
"PPN1830507648","1236475607"
"PPN1830494104","1236509803"
"PPN1830498541","1236514009"
"PPN1830495186","1236510852"
"PPN1830496115","1236511751"
"PPN1830495577","1236511247"
"PPN1830494899","1236510569"
"PPN1819937364","993837050"
"PPN1819937917","993824978"
"PPN1830498215","1236513681"
"PPN1819937860","993824765"
"PPN1830494376","1236510054"
"PPN1830496239","1236511867"
"PPN1830495682","1236511344"
"PPN1819937453","993837328"
"PPN1819937941","993825044"
"PPN1819936805","100371501X"
"PPN1819937216","1003717330"
"PPN1830498355","1236513827"
"PPN1830498207","1236513673"
"PPN1819938107","993825567"
"PPN1830496360","1236511999"
"PPN1819936317","1003707424"
"PPN1830494546","1236510216"
"PPN1830497332","1236512871"
"PPN1830497642","1236513142"
"PPN1830495704","1236511360"
"PPN1830495127","123651078X"
"PPN1830496735","1236512332"
"PPN1830495801","1236511468"
"PPN1830494325","1236510003"
"PPN1830498428","1236513894"
"PPN183049824X","1236513711"
"PPN183049449X","123651016X"
"PPN181993814X","993825621"
